Chỉ một.        Just one.
Vì nếu có kẻ không mời mà bám theo tôi thì tôi sẽ là người cuối cùng hắn bám theo.        Because if someone follows me without an invitation, I'm the last person they ever follow.
Chết bầm, bọn nó bám đít tôi.        Shit, they're on my tail.
Mình còn sống là nhờ bám theo đít cậu đấy.        I'm only alive because I followed your crazy ass.
Anh mặc com- lê; anh có một bộ râu mép rất rất nhỏ và quan trọng anh ta độc đoán anh ta đề cao bản thân có động lực và anh ta có một cái tôi khác thường; và anh ta làm việc 16 giờ một ngày; anh ta có một cảm giác mạnh mẽ về dòng điện hai chiều; anh ta cảm thấy rằng tắm nắng là dấu hiệu của đạo đức kém; anh uống rất nhiều ca phê; và anh làm việc hiệu quả nhất khi ngồi hàng giờ trong nhà bếp của nhà mẹ anh ở Zurich trong im lặng hoàn toàn với không gì hơn là một cây thước kẻ.        He wears three- piece suits; and he has a very, very small, important mustache; and he is domineering and narcissistic and driven and has an extraordinary ego; and he works 16- hour days; and he has very strong feelings about alternating current; and he feels like a suntan is a sign of moral weakness; and he drinks lots of coffee; and he does his best work sitting in his mother's kitchen in Zurich for hours in complete silence with nothing but a slide rule.
Đây là Nick, anh sử dụng Twitter, và đọc Tweet từ tất cả những tài khoản mà anh theo dõi nhưng có một vấn đề: anh chưa bao giờ tải hình ảnh nào lên hồ sơ người dùng của mình vì thế khi mọi người vào trang của anh, người ta chỉ thấy một quả trứng trên nền màu tím thôi nhưng đừng lo! Dễ lắm, cách làm như thế này nè vào phần cài đặt tài khoản và nhấn vào Chỉnh sửa hồ sơ người dùng ở đầu trang bạn sẽ thấy bạn có thể tải một bức hình, hoặc chụp một bức hình mới dùng máy ảnh tích hợp trong máy tính của bạn tuyệt chứ nhỉ? thậm chí bạn có thể thay đổi kích thước và vị trí hình để làm nổi bật lên khuôn mặt đẹp trai của bạn nữa và nhìn xem này!        This is Nick, he's on Twitter, reading Tweets from all the great accounts he follows but here's a problem: he never uploaded any photos for his own profile so when people check out his page, he's just a dull purple egg but fear not! getting set up is easy, and here's how go to the settings in your account and then click on Edit Profile at the top of this page you'll see you can upload a picture, or take a new photo using your computer's built in camera how great is that? you can even scale and position to highlight your handsome face and behold!
Chẳng hạn, sẽ có kết quả hơn nếu người vợ nói “Em cảm thấy mình bị xem thường khi anh làm gì cũng không bàn bạc trước với em”, thay vì nói “Anh luôn như vậy, làm gì cũng không hỏi ý kiến em!”.—Nguyên tắc Kinh Thánh: Cô-lô-se 4:6.        For example, “I feel slighted when you make plans without consulting me first” is much more likely to elicit a positive response than “That is just like you —always making plans without consulting me!” —Bible principle: Colossians 4:6.
Anh ta sẽ làm như thế, và khi anh ta làm nó... thực sự chỉ có một câu hỏi là anh ta có giết cô trước khi anh ta bỏ đi không.        He'll put it all together, and when he does... it's really only a question of whether he kills you before he leaves.
Anh Paul, được đề cập ở trên, đã thay thế anh Peter để làm giám thị một ban của Bê-tên. Anh Paul nói: “Tôi dành thời gian để xin lời khuyên của anh Peter và khuyến khích những người khác trong ban cũng làm thế”.        Paul, mentioned earlier, who replaced Peter as the overseer of a Bethel department, said, “I took time to seek out the advice of Peter, and I encouraged others in the department to do the same.”
(Công-vụ 24:5; 25:11, 12) Phao-lô đặc biệt nêu ra năm tín đồ Đấng Christ đã kề cạnh bên ông: Ti-chi-cơ ở địa hạt A-si, người đại diện riêng của ông và “bạn cùng làm việc” với ông trong Chúa; Ô-nê-sim, một “anh em trung-tín và rất yêu” ở Cô-lô-se; A-ri-tạc, người Ma-xê-đoan ở Tê-sa-lô-ni-ca và có lần là “bạn đồng-tù” với Phao-lô; Mác, anh em chú bác của Ba-na-ba (người cùng làm giáo sĩ với Phao-lô) cũng là người viết sách Phúc Âm mang tên ông; và Giúc-tu, một trong những người đồng làm việc với sứ đồ “vì nước Đức Chúa Trời”.        (Acts 24:5; 25:11, 12) Paul singles out for mention five Christians who stood by his side: Tychicus, his personal envoy from the district of Asia and a “fellow slave in the Lord”; Onesimus, a “faithful and beloved brother” from Colossae; Aristarchus, a Macedonian from Thessalonica and at one time a “fellow captive” with Paul; Mark, the cousin of Paul’s missionary companion Barnabas and the writer of the Gospel bearing his name; and Justus, one of the apostle’s fellow workers “for the kingdom of God.”
Cho dù anh làm thế cô ấy cũng không quay lại với anh đâu.        Even if you do this, she won't come back.
Cuối cùng thì anh cũng sẽ phải làm thời gian hoạt động trở lại, và khi anh làm vậy, sẽ có một vài đặc vụ còn sống sót, và họ có thể làm hại anh.        Well, eventually you're gonna have to unfreeze time, and when you do, some of those agents are gonna be alive, and they could hurt you.
26 Hỡi anh em, anh em thấy rằng khi ngài gọi anh em thì không có nhiều người khôn ngoan theo quan điểm loài người,*+ cũng chẳng có nhiều người quyền thế hay con nhà danh giá;*+ 27 nhưng Đức Chúa Trời chọn những gì bị xem là ngu dại trong thế gian để làm cho kẻ khôn ngoan xấu hổ, và chọn những gì bị xem là yếu kém trong thế gian để làm kẻ mạnh mẽ xấu hổ;+ 28 ngài chọn những gì hèn mọn trong thế gian và những gì bị xem thường, những điều không ra chi, để làm cho những điều quan trọng trở nên không ra chi,+ 29 hầu cho không ai có thể khoe khoang trước mắt ngài.        26 For you see his calling of you, brothers, that there are not many wise in a fleshly way,*+ not many powerful, not many of noble birth,*+ 27 but God chose the foolish things of the world to put the wise men to shame; and God chose the weak things of the world to put the strong things to shame;+ 28 and God chose the insignificant things of the world and the things looked down on, the things that are not, to bring to nothing the things that are,+ 29 so that no one* might boast in the sight of God.
Alice có thể nhìn thấy, cũng như nếu cô ấy nhìn qua vai của họ, rằng tất cả các Hội thẩm đã viết ra những điều ngu ngốc! " trên thảo phí chung cư của họ, và cô ấy thậm chí có thể làm cho ra rằng một trong số họ không biết làm thế nào để lỗi chính tả ngu ngốc, " và rằng ông đã hỏi hàng xóm của mình để nói cho anh ta.        Alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down'stupid things!'on their slates, and she could even make out that one of them didn't know how to spell'stupid,'and that he had to ask his neighbour to tell him.
to lớn đang xảy ra. Henry Timms và tôi cũng thế -- Henry cũng tổ chức chiến dịch - một lần nói chuyện chúng tôi bắt đầu nghĩ làm thế nào để hiểu thế giới mới này?        So Henry Timms and I — Henry's a fellow movement builder — got talking one day and we started to think, how can we make sense of this new world?
Các anh chị em không nên để cho Thượng Đế hoặc Giáo Hội nói cho các anh chị em biết cách sống như thế nào, vậy nên hãy cứ làm điều các anh chị em muốn nếu điều đó làm cho các anh chị em cảm thấy hài lòng.        You shouldn’t let God or the Church tell you how to live, so go ahead and do what you want if it makes you feel good.
Và cũng vây, vừa khi tôi được anh làm phép báp têm, tôi cũng có được tinh thần tiên tri, khi đứng lên, tôi nói tiên tri về việc ra đời của Giáo Hội này, và nhiều điều khác có liên quan đến Giáo Hội, và thế hệ này của con cái loài người.        And again, so soon as I had been baptized by him, I also had the spirit of prophecy, when, standing up, I prophesied concerning the rise of this Church, and many other things connected with the Church, and this generation of the children of men.
9 Cũng thế, nếu lưỡi anh em không dùng lời dễ hiểu thì làm sao người khác biết anh em đang nói gì?        9 In the same way, unless you with the tongue use speech that is easily understood, how will anyone know what is being said?
Ngoài những điểm chúng ta vừa thảo luận, bài giảng này cũng cho biết nhiều về thế nào là hạnh phúc thật, làm thế nào tránh tà dâm, cách để làm điều công bình, phải làm gì để có một tương lai bảo đảm và hạnh phúc, và nhiều đề tài khác.        In addition to the points we have discussed, that discourse has much to say about genuine happiness, how to avoid immorality, the way to practice righteousness, what we must do to enjoy a secure and joyous future, and many other matters.
Vậy nên nếu bạn nghe một chuyên gia nói về internet và ông ta nói rằng nó có thể làm thế này, nó đang làm thế này hay nó sẽ làm được cái này, bạn nên giữ thái độ hoài nghi cũng như vậy như khi bạn đánh giá một lời bình phẩm của một nhà kinh tế học về nền kinh tế hay như khi bạn nghe nhân viên dự báo thời tiết nói về thời tiết vậy.        And so if you hear an expert talking about the Internet and saying it can do this, or it does do this, or it will do that, you should treat it with the same skepticism that you might treat the comments of an economist about the economy or a weatherman about the weather, or something like that.
Thưa các anh em, nếu ngay cả David vững mạnh như thế cũng có thể bị lôi kéo ra khỏi con đường dẫn đến sự tôn cao, thì làm thế nào chúng ta có thể tránh được số phận giống như vậy?        Brethren, if even mighty David can be swept off the road to exaltation, how can we avoid a similar fate?
Làm thế nào anh có thể ngồi ở đó và nói tôi không nên làm điều gì đó Anh có biết trong thâm tâm của anh cũng sẽ làm như thế?        How can you sit there and tell me not to do something you know in your heart you would do too?
Theo Ga-la-ti 6:1, không những họ phải biết nói lời khuyên bảo một cách tốt, nhưng họ cũng phải làm gương tốt: “Hỡi anh em, ví bằng có người nào tình-cờ phạm lỗi gì, anh em là kẻ có Đức Thánh-Linh, hãy lấy lòng mềm-mại mà sửa họ lại; chính mình anh em lại phải giữ, e cũng bị dỗ-dành chăng”.        According to Galatians 6:1, not only should they have a fine manner of counseling but they should be exemplary: “Brothers, even though a man takes some false step before he is aware of it, you who have spiritual qualifications try to readjust such a man in a spirit of mildness, as you each keep an eye on yourself, for fear you also may be tempted.”
+ 15 Vì tôi đã nêu gương* cho anh em, để anh em cũng làm như tôi đã làm cho anh em.        + 15 For I set the pattern for you, that just as I did to you, you should also do.
Vì tình yêu thương sâu đậm của ông đối với Đa-vít, ông có thể nói, như chúng ta đọc nơi I Sa-mu-ên 23:17: “Chớ sợ chi, vì tay của Sau-lơ, cha tôi, sẽ chẳng đụng đến anh đâu. Anh sẽ làm vua Y-sơ-ra-ên, còn tôi sẽ làm tể-tướng anh; Sau-lơ, cha tôi, cũng biết rõ đều đó”.        Because of his great love for David, he could say, as we read at 1 Samuel 23:17: “Do not be afraid; for the hand of Saul my father will not find you, and you yourself will be king over Israel, and I myself shall become second to you; and Saul my father also has knowledge to that effect.”
Những thử thách gai góc này là nhằm mục đích làm cho các anh chị em vững mạnh hơn, nhưng chúng cũng có tiềm năng để giảm bớt hoặc thậm chí còn hủy diệt sự tin cậy của các anh chị em nơi Vị Nam Tử của Thượng Đế và làm suy yếu quyết tâm của các anh chị em để giữ những lời hứa của mình với Ngài.        These fiery trials are designed to make you stronger, but they have the potential to diminish or even destroy your trust in the Son of God and to weaken your resolve to keep your promises to Him.
Pat Mitchell: Anh Boyd, chúng tôi biết rằng anh biết Tổng Thống Mandela từ lúc còn nhỏ và anh cũng như chúng tôi rất buồn vì sự ra đi này cũng như biết được tổn thất mà nó để lại cho thế giới.        Pat Mitchell: So Boyd, we know that you knew President Mandela from early childhood and that you heard the news as we all did today, and deeply distraught and know the tragic loss that it is to the world.
Họ sẽ không cung cấp thiết bị cho anh và cho dù họ có cung cấp, thì anh cũng sẽ chết nếu làm thế.        They won't give you the equipment and even if they did you'd kill yourself.
Chúng ta hãy chỉ cần làm một thử nghiệm ở đây bao nhiêu ở đây có thể phục vụ trong quân đội hoặc có một thành viên gia đình những người đã phục vụ trong quân đội trong thế hệ này không được cha mẹ Các thành viên gia đình trong thế hệ này và bao nhiêu đã không cũng không phải tôi có bất kỳ Anh hoặc chị em người đã phục vụ nào mà chịu ra Emily điểm của bạn?        Let's just do an experiment here how many here have either served in the military or have a family member who has served in the military in this generation not parents family members in this generation and how many have neither served nor I have any brothers or sisters who have served does that bear out your point Emily?
15 Thật thế, hỡi anh em ở Phi-líp, anh em cũng biết rằng sau khi anh em vừa biết tin mừng, lúc tôi rời Ma-xê-đô-ni-a, không hội thánh nào tham gia cùng với tôi trong việc cho và nhận, ngoại trừ anh em;+ 16 vì khi tôi đang ở Tê-sa-lô-ni-ca, anh em đã gửi cho tôi những thứ cần dùng không chỉ một lần mà hai lần.        15 In fact, you Phi·lipʹpi·ans also know that after you first learned the good news, when I departed from Mac·e·doʹni·a, not a congregation shared with me in the matter of giving and receiving, except you alone;+ 16 for while I was in Thes·sa·lo·niʹca, you sent something to me for my need not just once but twice.
+ Anh đã làm chứng cặn kẽ về tôi ở Giê-ru-sa-lem thế nào thì cũng phải làm chứng như vậy ở Rô-ma”.        + For just as you have been giving a thorough witness about me in Jerusalem, so you must also bear witness in Rome.”
Bất cứ nơi nào các anh chị em đang sống, chúng tôi cũng thấy nỗ lực của các anh chị em để làm cho thế giới này thành một chỗ tốt đẹp hơn.        Wherever you live, we observe your efforts to make this world a better place.
Cũng tương tự như những nơi khác trên thế giới, giờ làm việc của các cơ quan nhà nước cũng tuân theo khung giờ làm việc thông thường và do vậy thường là không thuận tiện cho những người đi làm.        As is typical around the world, public service opening and closing times tend to follow normal business hours and are often inconvenient for working people.
Thưa các anh chị em thân mến của tôi, giờ đây bất cứ lúc nào các anh chị em được yêu cầu phải làm một điều khó khăn nào đó—hãy từ bỏ một thói quen xấu hoặc thói nghiện ngập, bỏ qua những theo đuổi của cải vật chất thế gian, hy sinh một sinh hoạt ưa thích vì đó là ngày Sa Bát, tha thứ cho một người nào đó đã sai trái với các anh chị em—hãy nghĩ tới Chúa đang nhìn các anh chị em, yêu thương các anh chị em, và mời các anh chị em hãy bỏ điều đó để đi theo Ngài.        My dear brothers and sisters, now anytime you feel you are being asked to do something hard—give up a poor habit or an addiction, put aside worldly pursuits, sacrifice a favorite activity because it is the Sabbath, forgive someone who has wronged you—think of the Lord beholding you, loving you, and inviting you to let it go and follow Him.
16 Cảm tạ Đức Chúa Trời vì Tít cũng có lòng quan tâm đến anh em như chúng tôi,+ 17 bởi anh ấy quả đã làm theo lời khuyến khích của chúng tôi, và vì rất muốn làm điều đó nên anh ấy sẽ chủ động đến với anh em.        16 Now thanks be to God for putting the same earnest concern for you in the heart of Titus,+ 17 because he has indeed responded to the encouragement, but being very eager, he is coming to you on his own initiative.
Hay nói cách khác, nếu hiểu câu dịch này một cách khác đi, bất cứ những gì các anh chị em ghi chép dưới thế gian cũng sẽ được ghi chép trên trời, và bất cứ những gì các anh chị em không ghi chép dưới thế gian thì cũng sẽ không được ghi chép trên trời; vì căn cứ vào những sổ sách này mà những người chết của các anh chị em được xử đoán theo những việc làm của họ, hoặc bởi chính bản thân họ đã tham dự ccác giáo lễ hay bởi sự trung gian của những người đại diện cho họ, đúng theo giáo lễ mà Thượng Đế đã chuẩn bị sẵn cho dsự cứu rỗi của họ trước khi thế gian được tạo dựng, theo những văn kiện mà họ đã lưu trữ về những người chết của họ.        Or, in other words, taking a different view of the translation, whatsoever you record on earth shall be recorded in heaven, and whatsoever you do not record on earth shall not be recorded in heaven; for out of the books shall your dead be judged, according to their own works, whether they themselves have attended to the cordinances in their own propria persona, or by the means of their own agents, according to the ordinance which God has prepared for their salvation from before the foundation of the world, according to the records which they have kept concerning their dead.
Tôi không biết người nào trong số cử tọa đông đảo ngày hôm nay có thể cần nghe sứ điệp về sự tha thứ vốn có trong chuyện ngụ ngôn này, nhưng cho dù các anh chị em nghĩ là đã trễ rồi, cho dù các anh chị em nghĩ mình đã bỏ lỡ nhiều cơ hội rồi, cho dù các anh chị em nghĩ mình đã phạm phải nhiều lỗi lầm rồi, hay các anh chị em nghĩ mình không có tài năng, hay cho dù các anh chị em cảm thấy mình phải hành trình một quãng đường bao xa từ mái gia đình mình đến Thượng Đế, thì tôi cũng làm chứng rằng các anh chị em không hành trình một mình vượt quá tầm với của tình yêu thiêng liêng.        I do not know who in this vast audience today may need to hear the message of forgiveness inherent in this parable, but however late you think you are, however many chances you think you have missed, however many mistakes you feel you have made or talents you think you don’t have, or however far from home and family and God you feel you have traveled, I testify that you have not traveled beyond the reach of divine love.
Nhưng tôi cũng là vui mừng và vinh dự lên đây tôi nghĩ rằng nó là may mắn là tôi đã đến trước khi 10, 20 hay 30 năm trôi qua và tôi đã từng làm việc với nhiều công ty trong sự nghiệp của mình, bởi vì khi đó tôi có thể sẽ không thể kể chuyện làm thế nào tôi có công việc đầu tiên, hay có lẽ tôi sẽ không nói ra chuyện về làm thế nào tôi có tiền đóng học phí, mà có vẻ quan trọng như vậy ngay lúc này.        But I'm also happy and honored to be up here and I think that it's great that I got to come before 10 or 20 or 30 years had passed and I'd had more agency in my career, because maybe then I wouldn't tell the story of how I got my first job, or maybe I wouldn't tell the story of how I paid for college, which seems so important right now.
Và dù công việc may lều là tầm thường và khó nhọc, họ đã vui lòng làm thế, ngay cả làm việc “cả ngày lẫn đêm” hầu đẩy mạnh công việc của Đức Chúa Trời—cũng giống như nhiều tín đồ đấng Christ ngày nay làm việc bán thời gian hoặc làm theo mùa để nuôi thân hầu dành phần nhiều thời giờ còn lại để giúp người ta nghe tin mừng (I Tê-sa-lô-ni-ca 2:9; Ma-thi-ơ 24:14; I Ti-mô-thê 6:6).        And although their work of tentmaking was humble and fatiguing, they were happy to do it, working even “night and day” in order to promote God’s interests—just as many modern-day Christians maintain themselves with part-time or seasonal work in order to dedicate most of the remaining time to helping people to hear the good news.—1 Thessalonians 2:9; Matthew 24:14; 1 Timothy 6:6.
13 Vì thật ra, chúng tôi chẳng viết gì khác cho anh em ngoài những điều anh em có thể đọc* và hiểu được. Tôi hy vọng anh em sẽ tiếp tục hiểu những điều ấy một cách trọn vẹn,* 14 như một số người trong anh em hiểu rằng chúng tôi là cớ để anh em khoe. Tương tự thế, anh em cũng sẽ là cớ để chúng tôi khoe trong ngày của Chúa Giê-su, Chúa chúng ta.        13 For we are really not writing you about anything except what you can read* and understand, and I hope you will continue to understand these things fully,* 14 just as you have also understood to an extent that we are a cause for you to boast, just as you will also be for us in the day of our Lord Jesus.
Về phần Gai-út là người đã tiếp rước với sự yêu thương những người lưu động rao giảng tin mừng trong thế kỷ thứ nhất, sứ đồ Giăng viết: “Hỡi kẻ rất yêu-dấu, anh ăn-ở trung-tín trong mọi điều làm cho các anh em, và cũng cho các anh em ở trọ nữa” (III Giăng 5).        To Gaius, who lovingly took in traveling evangelizers in the first century C.E., John wrote: “Beloved one, you are doing a faithful work in whatever you do for the brothers, and strangers at that.”
5 Nếu có ai gây đau buồn,+ người ấy không chỉ làm cho mình tôi đau buồn, nhưng cũng làm cho hết thảy anh em đau buồn ít nhiều—tôi không có ý nặng lời như thế.        5 Now if anyone has caused sadness,+ he has saddened, not me, but all of you to an extent—not to be too harsh in what I say.
